"ecli","voorzitter_id","voorzitter_naam","voorzitter_start_date","experience_voorzitter_days","single_panel","single_judge","panel","griffier_naam","griffier_start_date","griffier_first_ecli","experience_griffier_days","griffier_no_of_cases","issued","id","institution","institution_cat","procedure_level","beroep","hoger_beroep","procedure_type","url","outcome","outcome_binary","gegrond","ongegrond","hand_checked",,"relative_experience","complexity_ecli_references","complexity_verdict_length","complexity_law_references","complexity_index","gender"
"ECLI:NL:CBB:2020:426","8c3bbff1-9f11-4d55-81b1-c7d666ac4793","H.C.P. Venema",1992-12-02 22:59:59,10071,"single",1,0,"A. Koelewijn",2020-04-14 00:00:00,"ECLI:NL:CBB:2020:257",77,44,2020-06-30 00:00:00,"091a40b2-d61e-459e-adfc-1854d0d8088d","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:426&keyword=griffier","ongegrond","ongegrond",0,1,0,5094.0000,9994,7,17030,10,34.03,"male"
"ECLI:NL:RBROT:2020:5840","5400f3c7-31b0-42c5-97bb-1f5d15b15f62","A.C. Rop",2014-09-30 22:00:00,2107,"single",1,0,"N.S.J. Letschert",2016-02-19 00:00:00,"ECLI:NL:RBROT:2016:1156",1601,43,2020-07-08 00:00:00,"52a9761a-98c1-4e88-a6d3-4983e18861aa","http://standaarden.overheid.nl/owms/terms/Rechtbank_Rotterdam","RBROT","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2020:5840&keyword=griffier","ongegrond","ongegrond",0,1,0,5091.0000,506,0,15250,2,17.25,"male"
"ECLI:NL:RVS:2020:586","4e65d25e-243f-48a3-8a70-db97b279221b","B.P.M. van Ravels",2014-09-01 00:00:00,2004,"single",1,0,"M.A. Graaff-Haasnoot",2009-01-28 00:00:00,"ECLI:NL:RVS:2009:BH1130",4046,630,2020-02-26 00:00:00,"fbc22491-a290-4577-adfc-bbe12d3e7cf2","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:586&keyword=griffier","ongegrond","ongegrond",0,1,0,5089.0000,-2042,2,17235,0,19.235,"male"
"ECLI:NL:RBNHO:2020:5342","8cd3ac93-d59b-4126-b237-b201d08e5ff8","J.H.A.C. Everaerts",1993-12-31 22:59:59,9693,"single",1,0,"M. Belhaj",2016-07-04 00:00:00,"ECLI:NL:RBDHA:2016:7513",1473,97,2020-07-16 00:00:00,"404bdba9-e843-4939-a041-d43e4d614440","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:5342&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,0,5087.0000,8220,3,9674,5,17.674,"male"
"ECLI:NL:RVS:2020:1064","666da04f-bd96-4d2c-a056-950bb74d6d53","H.G. Sevenster",2007-06-01 00:00:00,4702,"single",1,0,"R.P.F. Boermans",2005-02-09 00:00:00,"ECLI:NL:RVS:2005:AS5480",5544,659,2020-04-15 00:00:00,"a2ab663b-efd0-46c8-9e02-83820f19891b","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#tussenuitspraakBestuurlijkeLus","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1064&keyword=griffier","ongegrond","ongegrond",0,1,0,5086.0000,-842,4,49539,3,56.539,"female"
"ECLI:NL:RBMNE:2020:1527","75ce29d3-6840-43f8-a8f2-e3b9194b9038","E.E.M. van Abbe",2008-05-31 22:00:00,4342,"single",1,0,"A.M. Slierendrecht",2013-08-28 00:00:00,"ECLI:NL:RBMNE:2013:3613",2428,47,2020-04-21 00:00:00,"34939916-d9ae-4183-9894-b9844bec28f8","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:1527&keyword=griffier","ongegrond","ongegrond",0,1,0,5084.0000,1914,0,7333,0,7.333,"female"
"ECLI:NL:RBAMS:2020:3889","1ea5e1fa-0895-4db9-9f4e-638174073bd9","A.M. van der Linden-Kaajan",2005-11-30 23:00:00,5352,"single",1,0,"L.C. Trommel",2017-09-04 00:00:00,"ECLI:NL:RBAMS:2017:10082",1057,119,2020-07-27 00:00:00,"534e90a7-0088-4610-9d14-bfd196b16bfb","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:3889&keyword=griffier","ongegrond","ongegrond",0,1,0,5082.0000,4295,1,4138,5,10.138,"female"
"ECLI:NL:RBZWB:2020:1824","578deabd-f96e-4fdf-be36-c500e6b1119a","W. Anker",2018-09-30 22:00:00,563,"single",1,0,"W.J.C. Goorden",2009-04-15 00:00:00,"ECLI:NL:RBBRE:2009:BJ1702",4019,105,2020-04-16 00:00:00,"13c37c52-3b63-4ec9-b20e-c353a626dd48","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1824&keyword=griffier","gegrond","gegrond",1,0,0,5082.0000,-3456,1,12063,0,13.063,"male"
"ECLI:NL:RVS:2020:1990","32cfa017-5957-4546-adb5-0738d7bc57b3","A.W.M. Bijloos",1991-06-16 22:00:00,10656,"single",1,0,"P. Klein",2001-08-15 00:00:00,"ECLI:NL:RVS:2001:AB7701",6944,1413,2020-08-19 00:00:00,"69de9dff-6266-4791-8713-ab8828c85fdf","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1990&keyword=griffier","ongegrond","ongegrond",0,1,0,5081.0000,3712,3,7683,5,15.683,"male"
"ECLI:NL:RVS:2020:1048","827bb29f-0ae9-4fc2-9c4b-e30f2461804a","C.H.M. van Altena",1983-11-30 22:59:59,13285,"single",1,0,"A.S. Sanchit-Premchand",2017-02-01 00:00:00,"ECLI:NL:RVS:2017:209",1169,80,2020-04-15 00:00:00,"6be6f1d8-62bc-4b78-944b-98277454b552","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1048&keyword=griffier","ongegrond","ongegrond",0,1,0,5081.0000,12116,1,2233,0,3.233,"female"
"ECLI:NL:RBROT:2020:2322","e43429b0-4fa5-44a0-8ab0-19c632e9ece2","A.J. van Spengen",2008-05-31 22:00:00,4307,"single",1,0,"M.J.F.J. van Beek",2007-06-28 00:00:00,"ECLI:NL:RBDOR:2007:BA9588",4646,94,2020-03-17 00:00:00,"fb2a1431-a322-49c3-975b-19198b5bc2f9","http://standaarden.overheid.nl/owms/terms/Rechtbank_Rotterdam","RBROT","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2020:2322&keyword=griffier","ongegrond","ongegrond",0,1,0,5077.0000,-339,4,15545,9,28.545,"female"
"ECLI:NL:RBAMS:2020:2427","b5fe50b6-9760-4bdd-9792-de786a914054","H.J. Tijselink",1994-09-30 22:00:00,9344,"single",1,0,"R.E. Toonen",2007-03-07 00:00:00,"ECLI:NL:RBAMS:2007:BA4545",4804,201,2020-05-01 00:00:00,"2fe644ab-180e-4873-aa90-71eef6154005","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:2427&keyword=griffier","gegrond","gegrond",1,0,0,5076.0000,4540,0,6419,3,9.419,"male"
"ECLI:NL:RBNHO:2020:6100","82cb5203-9bec-466d-b94e-373c38ae17d8","C. Maas",2018-11-19 23:00:00,609,"single",1,0,"E.P. van der Zalm",2008-04-24 00:00:00,"ECLI:NL:RBHAA:2008:BD2991",4471,80,2020-07-21 00:00:00,"c19deec9-88f8-4753-94b9-24e600832fb7","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:6100&keyword=griffier","ongegrond","ongegrond",0,1,0,5072.0000,-3862,5,13954,4,22.954,"male"
"ECLI:NL:RBDHA:2020:11786","7d5b3adf-06c0-402f-8677-1bdad1f8344d","A.K. Mireku",2011-03-31 22:00:00,3506,"single",1,0,"F.P. van Straelen",2012-02-09 00:00:00,"ECLI:NL:RBSGR:2012:BV6275",3192,68,2020-11-05 00:00:00,"5ef6b1b2-2dd4-4f9e-ae8b-f80e6585b8cf","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:11786&keyword=griffier","ongegrond","ongegrond",0,1,0,5068.0000,314,0,6117,2,8.117,"female"
"ECLI:NL:RVS:2020:1496","06f5446f-7429-4068-aa4f-54dd4ab607dd","D.A.C. Slump",2002-07-03 00:00:00,6566,"panel",0,1,"M. Rijsdijk",2014-02-14 00:00:00,"ECLI:NL:RVS:2014:704",2322,166,2020-06-24 00:00:00,"28120edc-4d06-4a84-b081-fa80ec5a0c22","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1496&keyword=griffier","gegrond","gegrond",1,0,0,5065.0000,4244,2,32127,3,37.127,"male"
"ECLI:NL:RBDHA:2020:10414","403a8dd5-cae1-4d06-adb6-467d675ffa9d","D.R. van der Meer",2004-12-02 23:00:00,5796,"single",1,0,"R.A.E. Bach",2017-09-13 00:00:00,"ECLI:NL:RBDHA:2017:10449",1129,73,2020-10-16 00:00:00,"4c3c5e63-5e89-4ca3-88b4-3812797fe319","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:10414&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,0,5064.0000,4667,0,3938,0,3.938,"male"
"ECLI:NL:RVS:2020:2371","e543f348-e173-4698-bcb9-834be026e24d","F.D. van Heijningen",2014-09-01 00:00:00,2228,"single",1,0,"S.C. van Tuyll van Serooskerken",2003-06-04 00:00:00,"ECLI:NL:RVS:2003:AF9486",6335,316,2020-10-07 00:00:00,"e1673b49-f0b0-42d4-befa-959a86effef4","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2371&keyword=griffier","ongegrond","ongegrond",0,1,0,5064.0000,-4107,0,8004,0,8.004,"male"
"ECLI:NL:RVS:2020:1971","2af5b039-6248-40e7-8ce6-5e6899bd8808","P.B.M.J. van der Beek-Gillessen",1986-02-03 00:00:00,12616,"single",1,0,"M.L.M. van Loo",2007-05-22 00:00:00,"ECLI:NL:RVS:2007:BA6053",4838,400,2020-08-19 00:00:00,"ddc70cbb-5a3a-42d9-a6f8-a43fcda0d2ac","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1971&keyword=griffier","ongegrond","ongegrond",0,1,0,5062.0000,7778,1,15768,2,18.768,"female"
"ECLI:NL:RBAMS:2020:6126","fc5fb043-6ddf-49bf-a439-01dc4ebd6b83","C.F. de Lemos Benvindo",2004-07-21 22:00:00,5983,"single",1,0,"E. van der Zweep",2017-04-03 00:00:00,"ECLI:NL:RBAMS:2017:2090",1345,38,2020-12-08 00:00:00,"a0f3a0c0-242f-4b68-9f99-38070bd6ad2e","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:6126&keyword=griffier","gegrond","gegrond",1,0,0,5062.0000,4638,4,7119,5,16.119,"male"
"ECLI:NL:RVS:2020:2415","666da04f-bd96-4d2c-a056-950bb74d6d53","H.G. Sevenster",2007-06-01 00:00:00,4885,"single",1,0,"W.D. Kamphorst-Timmer",2017-01-18 00:00:00,"ECLI:NL:RVS:2017:76",1366,107,2020-10-15 00:00:00,"7a758520-bba3-473f-a5f3-3ef43ae6c3a5","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2415&keyword=griffier","ongegrond","ongegrond",0,1,0,5060.0000,3519,0,10074,2,12.074,"female"
"ECLI:NL:RVS:2020:1977","827bb29f-0ae9-4fc2-9c4b-e30f2461804a","C.H.M. van Altena",1983-11-30 22:59:59,13411,"single",1,0,"S.J.R.R. Vreugdenhil-Brock",2019-07-03 00:00:00,"ECLI:NL:RVS:2019:2188",413,22,2020-08-19 00:00:00,"42a01d15-8afb-4d15-92de-b76463cee4a8","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1977&keyword=griffier","ongegrond","ongegrond",0,1,0,5054.0000,12998,0,11856,4,15.856,"female"
"ECLI:NL:RBDHA:2020:4018","70336d0b-6f33-4a40-ba12-7d2bdb60c3ea","G.P. Kleijn",1994-02-02 22:59:59,9584,"single",1,0,"M. Tijsma",2012-09-11 00:00:00,"ECLI:NL:RBSGR:2012:BX8705",2789,40,2020-05-01 00:00:00,"a84b3f30-e6ce-4222-8d6e-5d7af26afbf0","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#beschikking","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:4018&keyword=griffier","onbevoegd","ongegrond",0,1,1,5053.0000,6795,0,1230,1,2.23,"male"
"ECLI:NL:RVS:2020:1673","e543f348-e173-4698-bcb9-834be026e24d","F.D. van Heijningen",2014-09-01 00:00:00,2144,"single",1,0,"R. van Heusden",2000-08-04 00:00:00,"ECLI:NL:RVS:2000:AA6707",7285,1057,2020-07-15 00:00:00,"d7ceb88d-297d-442f-8e84-71275c8827bc","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1673&keyword=griffier","ongegrond","ongegrond",0,1,0,5051.0000,-5141,1,7966,0,8.966,"male"
"ECLI:NL:RBAMS:2020:2000","06f8897b-7b65-434e-90ec-fb6a07c43d85","L.H. Waller",1993-04-30 22:00:00,9825,"single",1,0,"S.A. Lemmens",2017-06-02 00:00:00,"ECLI:NL:RBAMS:2017:3835",1027,54,2020-03-25 00:00:00,"370cb612-c17c-4b04-9c29-a17866e9e244","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:2000&keyword=griffier","ongegrond","ongegrond",0,1,0,5048.0000,8798,2,11849,0,13.849,"female"
"ECLI:NL:RBDHA:2020:10980","14f13ced-a58c-498f-a4a8-ffbd3cf8dbf3","M.P. Verloop",1992-09-30 22:00:00,10260,"panel",0,1,"R.A.E. Bach",2017-09-13 00:00:00,"ECLI:NL:RBDHA:2017:10449",1147,73,2020-11-03 00:00:00,"3588aa50-a7da-4eb8-bf60-038fb365d34d","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:10980&keyword=griffier","gegrond","gegrond",1,0,0,5048.0000,9113,1,10429,2,13.429,"female"
"ECLI:NL:RBAMS:2020:1146","650c8fac-b95e-459e-b97c-30595885ebd6","S.E. Reichert",2002-11-30 23:00:00,6294,"panel",0,1,"L.H.J. van Haarlem",2018-10-08 00:00:00,"ECLI:NL:RBAMS:2018:7423",504,15,2020-02-24 00:00:00,"3451404a-52d2-4a02-abdd-6c44a974beb5","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:1146&keyword=griffier","ongegrond","ongegrond",0,1,0,5046.0000,5790,2,26932,0,28.932,"female"
"ECLI:NL:RBNHO:2020:6078","faddadfa-2865-47e1-83b0-0885f70b3452","M. Ferrier",2020-03-31 22:00:00,120,"single",1,0,"M.R. Marinus",2004-07-14 00:00:00,"ECLI:NL:RBHAA:2004:AQ6546",5860,113,2020-07-30 00:00:00,"5329b4f6-6ef8-4ac2-ad60-4d40976b13be","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:6078&keyword=griffier","gegrond","gegrond",1,0,0,5043.0000,-5740,2,14720,2,18.72,"female"
"ECLI:NL:RVS:2020:912","8c9df319-0d4d-44d5-8c43-2298a8482ff3","E.A. Minderhoud",1993-08-08 22:00:00,9732,"panel",0,1,"N.D.T. Pieters",2008-12-29 00:00:00,"ECLI:NL:RVS:2008:BG9599",4111,579,2020-04-01 00:00:00,"a05c8d44-4d36-4e27-9d58-772f9284c73a","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:912&keyword=griffier","ongegrond","ongegrond",0,1,0,5043.0000,5621,0,6069,0,6.069,"male"
"ECLI:NL:RBZWB:2020:3742","48beaca0-437f-4905-8fa8-9a0e2b14f310","P.H.J.G. Römers",2000-08-14 22:00:00,7301,"single",1,0,"H.D. Sebel",2001-02-28 00:00:00,"ECLI:NL:RBMID:2001:AB3347",7104,161,2020-08-11 00:00:00,"c64dd8be-acbf-4fd3-b7ab-f61c8354c604","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3742&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,0,5042.0000,197,0,3308,4,7.308,"male"
"ECLI:NL:RBMNE:2020:3380","fe99be6c-10e0-4152-84ff-1b2f8ad11d62","M. Eversteijn",2017-03-31 22:00:00,1237,"single",1,0,"A.M. Slierendrecht",2013-08-28 00:00:00,"ECLI:NL:RBMNE:2013:3613",2549,47,2020-08-20 00:00:00,"87e80af5-6ff4-4e35-a415-9726507d25c2","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:3380&keyword=griffier","gegrond","gegrond",1,0,0,5041.0000,-1312,2,9086,0,11.086,"female"
"ECLI:NL:RBZWB:2020:3565","0f3cc01d-586c-41ba-a1f8-9bcb1bd2454a","C.E.M. Marsé",2003-03-31 22:00:00,6330,"single",1,0,"R.J. Tolner",2004-11-12 00:00:00,"ECLI:NL:RBBRE:2004:AT2873",5739,95,2020-07-30 00:00:00,"201089e9-9b6e-48c8-b91a-7a51e9ce5a8c","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3565&keyword=griffier","gegrond","gegrond",1,0,0,5041.0000,591,3,18209,2,23.209,"female"
"ECLI:NL:RVS:2020:1767","2af5b039-6248-40e7-8ce6-5e6899bd8808","P.B.M.J. van der Beek-Gillessen",1986-02-03 00:00:00,12588,"panel",0,1,"Y. Soffner",2012-04-04 00:00:00,"ECLI:NL:RVS:2012:BW0786",3031,146,2020-07-22 00:00:00,"a983bb88-b767-479b-8d9b-d972a3c38754","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1767&keyword=griffier","gegrond","gegrond",1,0,1,5041.0000,9557,0,12155,0,12.155,"female"
"ECLI:NL:RVS:2020:2692","7043b727-cb69-4c07-ab9b-3b7b42772b18","B.J. Schueler",2000-12-20 23:00:00,7265,"single",1,0,"M.H. Kuggeleijn-Jansen",2011-01-26 00:00:00,"ECLI:NL:RVS:2011:BP2108",3577,210,2020-11-11 00:00:00,"e3461b8f-50f0-42b7-9c13-7b76daa13d20","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#tussenuitspraakBestuurlijkeLus","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2692&keyword=griffier","gegrond","gegrond",1,0,0,5037.0000,3688,2,6838,5,13.838,"male"
"ECLI:NL:RVS:2020:2021","fc8fcefc-931f-49a8-9687-ef021d41d1d3","J. Hoekstra",2010-01-01 00:00:00,3890,"panel",0,1,"C. Sparreboom",1999-05-27 00:00:00,"ECLI:NL:RVS:1999:AA3632",7762,899,2020-08-26 00:00:00,"329eca71-cfe8-42e6-bb90-b9009041b539","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2021&keyword=griffier","ongegrond","ongegrond",0,1,0,5034.0000,-3872,1,17069,4,22.069,"male"
"ECLI:NL:RVS:2020:484","321d506c-902a-4007-8e87-ae86dc578e81","C.J. Borman",1994-05-26 22:00:00,9399,"single",1,0,"A.M.E.A. Neuwahl",2000-04-27 00:00:00,"ECLI:NL:RVS:2000:AA6571",7237,701,2020-02-19 00:00:00,"cf985943-e2ed-46ac-980c-fcebb7b6723d","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:484&keyword=griffier","ongegrond","ongegrond",0,1,0,5034.0000,2162,2,5193,0,7.193,"male"
"ECLI:NL:CBB:2020:476","246ebd95-8945-4506-8e61-96548e136bb3","T.G.M. Simons",1991-05-01 22:00:00,10673,"single",1,0,"T. Kuiper",2018-11-13 00:00:00,"ECLI:NL:CBB:2018:605",616,79,2020-07-21 00:00:00,"d6a8e6ea-4a42-4f98-b253-99593eba56db","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#verzet","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:476&keyword=griffier","ongegrond","ongegrond",0,1,0,5033.0000,10057,0,3228,1,4.228,"male"
"ECLI:NL:RVS:2020:2507","fc8fcefc-931f-49a8-9687-ef021d41d1d3","J. Hoekstra",2010-01-01 00:00:00,3953,"panel",0,1,"J.J.M.A. Poppelaars",2006-11-22 00:00:00,"ECLI:NL:RVS:2006:AZ2794",5089,98,2020-10-28 00:00:00,"161dcf57-ae22-48d9-b55b-2a7054886a07","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2507&keyword=griffier","ongegrond","ongegrond",0,1,0,5029.0000,-1136,6,47883,6,59.883,"male"
"ECLI:NL:RVS:2020:1883","703aade7-db20-4a70-88a8-c5341d77e740","W.D.M. van Diepenbeek",1978-09-30 22:00:00,15284,"panel",0,1,"P.A. Melse",2001-07-18 00:00:00,"ECLI:NL:RVS:2001:AB2905",6958,685,2020-08-05 00:00:00,"4d89ddbf-1487-415e-bd50-9ee7557e890d","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1883&keyword=griffier","gegrond","gegrond",1,0,0,5029.0000,8326,1,15672,8,24.672,"female"
"ECLI:NL:RBDHA:2020:8706","7d5b3adf-06c0-402f-8677-1bdad1f8344d","A.K. Mireku",2011-03-31 22:00:00,3252,"single",1,0,"T.J.M. Schilder",2020-01-28 00:00:00,"ECLI:NL:RBDHA:2020:2284",28,7,2020-02-25 00:00:00,"eec3ccfb-c823-4ef1-a115-8b93637dbc5d","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:8706&keyword=griffier","ongegrond","ongegrond",0,1,0,5027.0000,3224,0,6533,2,8.533,"female"
