"ecli","voorzitter_id","voorzitter_naam","voorzitter_start_date","experience_voorzitter_days","single_panel","single_judge","panel","griffier_naam","griffier_start_date","griffier_first_ecli","experience_griffier_days","griffier_no_of_cases","issued","id","institution","institution_cat","procedure_level","beroep","hoger_beroep","procedure_type","url","outcome","outcome_binary","gegrond","ongegrond","hand_checked",,"relative_experience","complexity_ecli_references","complexity_verdict_length","complexity_law_references","complexity_index","gender"
"ECLI:NL:CBB:2020:681","f8717b41-ab63-4ea1-baae-04d19987648c","I.M. Ludwig",1994-02-13 22:59:59,9731,"single",1,0,"C.M.J. Rouwers",2019-09-03 00:00:00,"ECLI:NL:CBB:2019:392",399,73,2020-10-06 00:00:00,"f92b0020-672a-4c68-b93c-9ed64610f745","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:681&keyword=griffier","ongegrond","ongegrond",0,1,0,8504.0000,9332,7,13371,0,20.371,"female"
"ECLI:NL:RVS:2020:1878","7043b727-cb69-4c07-ab9b-3b7b42772b18","B.J. Schueler",2000-12-20 23:00:00,7167,"single",1,0,"B. Montagne",2003-09-24 00:00:00,"ECLI:NL:RVS:2003:AL1517",6160,822,2020-08-05 00:00:00,"a7b7997b-3a5f-49f8-9e79-c7046f650129","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1878&keyword=griffier","ongegrond","ongegrond",0,1,0,8504.0000,1007,4,20911,4,28.911,"male"
"ECLI:NL:CBB:2020:721","8df1a8c2-e8f9-4ba5-b2ba-5c8ae44d7a00","S.C. Stuldreher",1994-10-31 22:59:59,9485,"panel",0,1,"A. Verhoeven",2004-05-26 00:00:00,"ECLI:NL:RBSGR:2004:AP0134",5991,194,2020-10-20 00:00:00,"af5697dd-8433-403c-a4cd-be5b8d6cd0bf","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:721&keyword=griffier","gegrond","gegrond",1,0,0,8501.0000,3494,2,27869,6,35.869,"male"
"ECLI:NL:RVS:2020:1397","a7e646af-f0c0-472e-a6f0-74f93c473831","F.C.M.A. Michiels",2010-11-01 00:00:00,3516,"panel",0,1,"M.L.M. van Loo",2007-05-22 00:00:00,"ECLI:NL:RVS:2007:BA6053",4775,400,2020-06-17 00:00:00,"4bbe0073-0b61-43a8-9f21-0fbae409d6fe","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1397&keyword=griffier","ongegrond","ongegrond",0,1,0,8500.0000,-1259,0,17125,1,18.125,"male"
"ECLI:NL:RBNHO:2020:6026","6640a27e-50f8-4af4-a389-cfd6df87ef1f","S.K.A. Efstratiades",2004-02-29 23:00:00,6003,"single",1,0,"A.C. Karels",2014-04-17 00:00:00,"ECLI:NL:RBNHO:2014:4207",2304,145,2020-08-07 00:00:00,"e4bf5d5e-f2ca-4793-a7ff-d62bbfc278ad","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#verzet","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:6026&keyword=griffier","ongegrond","ongegrond",0,1,0,8500.0000,3699,0,4348,6,10.348,"female"
"ECLI:NL:RVS:2020:173","0363fd0f-558a-4d1f-b3f9-ebe2d82e69eb","S.F.M. Wortmann",1988-08-25 22:00:00,11471,"single",1,0,"F.B. van der Maesen de Sombreff",2000-08-08 00:00:00,"ECLI:NL:RVS:2000:AA7256",7106,639,2020-01-22 00:00:00,"8374fa2b-f0db-4c71-a0d9-cae1561ffab1","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:173&keyword=griffier","ongegrond","ongegrond",0,1,0,8499.0000,4365,1,6690,0,7.69,"female"
"ECLI:NL:RVS:2020:2542","53120af8-fa3c-4e64-a543-980d4fd313d7","E. Steendijk",1995-01-01 00:00:00,9432,"panel",0,1,"M.A. Graaff-Haasnoot",2009-01-28 00:00:00,"ECLI:NL:RVS:2009:BH1130",4291,630,2020-10-28 00:00:00,"d13aeda5-d695-4a24-9597-d14e60b95d03","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2542&keyword=griffier","ongegrond","ongegrond",0,1,0,8496.0000,5141,0,8776,0,8.776,"female"
"ECLI:NL:RVS:2020:2595","d65d3e01-11da-47b1-b616-f534303c8b53","R.J.J.M. Pans",2013-03-01 23:00:00,2804,"single",1,0,"Y.M. van Soest-Ahlers",2003-03-25 00:00:00,"ECLI:NL:RVS:2003:AF7607",6434,297,2020-11-04 00:00:00,"803b1360-e688-4446-9e10-f64e77fce879","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:2595&keyword=griffier","ongegrond","ongegrond",0,1,0,8496.0000,-3630,0,11940,3,14.94,"male"
"ECLI:NL:CBB:2020:572","ebc5b797-97ac-4687-971e-7be33a542a71","R.C. Stam",1983-12-31 22:59:59,13386,"single",1,0,"J.M.M. van Dalen",2019-05-22 00:00:00,"ECLI:NL:CBB:2019:226",461,83,2020-08-25 00:00:00,"f7557a39-e005-4eca-83c3-8e67aeb23032","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:572&keyword=griffier","ongegrond","ongegrond",0,1,0,8494.0000,12925,1,2374,0,3.374,"male"
"ECLI:NL:RBMNE:2020:2816","fe99be6c-10e0-4152-84ff-1b2f8ad11d62","M. Eversteijn",2017-03-31 22:00:00,1199,"single",1,0,"M.L. Bressers",2008-09-24 00:00:00,"ECLI:NL:RBUTR:2008:BG9230",4310,117,2020-07-13 00:00:00,"62881620-6017-447b-a424-ed88f5fb25da","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:2816&keyword=griffier","ongegrond","ongegrond",0,1,0,8492.0000,-3111,1,12167,4,17.167,"female"
"ECLI:NL:RBROT:2020:3587","5400f3c7-31b0-42c5-97bb-1f5d15b15f62","A.C. Rop",2014-09-30 22:00:00,2029,"single",1,0,"R. Stijnen",2000-12-12 00:00:00,"ECLI:NL:RBROT:2000:AA9716",7070,773,2020-04-21 00:00:00,"ee92a54d-5b1e-4ee0-9f87-5416c72881ac","http://standaarden.overheid.nl/owms/terms/Rechtbank_Rotterdam","RBROT","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2020:3587&keyword=griffier","gegrond","gegrond",1,0,0,8492.0000,-5041,4,15137,3,22.137,"male"
"ECLI:NL:RBLIM:2020:2920","f35e1209-70ec-49b7-b3d3-308160a17b6f","J.M.E. Derks",2002-01-30 23:00:00,6650,"single",1,0,"D.S.A.W. Raes",2008-12-04 00:00:00,"ECLI:NL:RBMAA:2008:BG6514",4151,15,2020-04-16 00:00:00,"6fc0ee9a-edbf-4944-9f97-a210aab60d3e","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#bodemzaak","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:2920&keyword=griffier","ongegrond","ongegrond",0,1,0,8489.0000,2499,0,15973,0,15.973,"female"
"ECLI:NL:RBGEL:2020:6699","63601ca8-0cda-45a6-b719-913892cb8a9b","J.H. van Breda",2006-08-31 22:00:00,5222,"single",1,0,"E. Mengerink",2015-01-15 00:00:00,"ECLI:NL:RBGEL:2015:134",2164,153,2020-12-18 00:00:00,"59ca1e99-f377-488e-aefe-1ed0e35c4412","http://standaarden.overheid.nl/owms/terms/Rechtbank_Gelderland","RBGEL","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBGEL:2020:6699&keyword=griffier","gegrond","gegrond",1,0,0,8488.0000,3058,7,19228,6,32.228,"male"
"ECLI:NL:RBNHO:2020:2259","a80e1c54-19fb-44e7-b8e0-f663cc29d2be","L. Boonstra",2004-12-11 23:00:00,5588,"single",1,0,"I.M. Wijnker-Duiven",2014-03-20 00:00:00,"ECLI:NL:RBNHO:2014:2442",2203,45,2020-03-31 00:00:00,"c454ced6-0e65-41f9-83fb-28e4d625566a","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:2259&keyword=griffier","ongegrond","ongegrond",0,1,0,8485.0000,3385,0,5267,1,6.267,"female"
"ECLI:NL:RBNHO:2020:676","8c415ae4-48fb-48cd-becd-238384902179","J.J. Maarleveld",2010-03-31 22:00:00,3582,"single",1,0,"E. Degen",2008-05-06 00:00:00,"ECLI:NL:RBHAA:2008:BD1688",4277,105,2020-01-21 00:00:00,"83533aff-c4fe-4817-a382-09940b8ab063","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:676&keyword=griffier","ongegrond","ongegrond",0,1,0,8485.0000,-695,1,9658,3,13.658,"male"
"ECLI:NL:RVS:2020:1267","1002eabb-d4c6-481c-a27f-93700c827b7c","R. Uylenburg",2012-06-01 00:00:00,2910,"panel",0,1,"N.D.T. Pieters",2008-12-29 00:00:00,"ECLI:NL:RVS:2008:BG9599",4160,579,2020-05-20 00:00:00,"4b5b814f-1764-472b-9eee-ae7905b42e43","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1267&keyword=griffier","ongegrond","ongegrond",0,1,0,8483.0000,-1250,5,11994,1,17.994,"female"
"ECLI:NL:GHARL:2020:575","4840c701-1d58-4bf3-b43c-e9d047a275f8","W.M. van Schuijlenburg",1995-04-30 22:00:00,9032,"single",1,0,"Veenstra",2001-01-29 00:00:00,"ECLI:NL:GHLEE:2001:AA9694",6932,333,2020-01-22 00:00:00,"ae9d544d-855f-4511-8867-fd783a68031d","http://standaarden.overheid.nl/owms/terms/Gerechtshof_Arnhem-Leeuwarden","GHARL","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARL:2020:575&keyword=griffier","gegrond","gegrond",1,0,0,8482.0000,2100,0,6604,0,6.604,"male"
"ECLI:NL:RBZWB:2020:2370","48beaca0-437f-4905-8fa8-9a0e2b14f310","P.H.J.G. Römers",2000-08-14 22:00:00,7227,"single",1,0,"A.J.M. van Hees",2009-11-13 00:00:00,"ECLI:NL:RBBRE:2009:BK6102",3850,152,2020-05-29 00:00:00,"925585b7-7f8c-4f0d-b855-8418d1b297db","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:2370&keyword=griffier","ongegrond","ongegrond",0,1,0,8481.0000,3377,1,8135,2,11.135,"male"
"ECLI:NL:CBB:2020:377","f8717b41-ab63-4ea1-baae-04d19987648c","I.M. Ludwig",1994-02-13 22:59:59,9605,"single",1,0,"M.A.A. Traousis",2019-11-26 00:00:00,"ECLI:NL:CBB:2019:639",189,73,2020-06-02 00:00:00,"fa0ed762-f882-4652-93c5-c10f06217861","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:377&keyword=griffier","ongegrond","ongegrond",0,1,0,8479.0000,9416,2,6639,1,9.639,"female"
"ECLI:NL:RBNHO:2020:5212","402eb0d4-813f-430e-94c8-dda3994a899a","W.B. Klaus",2009-05-31 22:00:00,4062,"single",1,0,"N. Joacim",2012-06-08 00:00:00,"ECLI:NL:RBHAA:2012:BX8631",2959,174,2020-07-15 00:00:00,"a60b5cfa-a403-4780-b246-35ec8fb2d89c","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:5212&keyword=griffier","gegrond","gegrond",1,0,1,8472.0000,1103,0,5823,9,14.823,"male"
"ECLI:NL:CBB:2020:274","8df1a8c2-e8f9-4ba5-b2ba-5c8ae44d7a00","S.C. Stuldreher",1994-10-31 22:59:59,9296,"panel",0,1,"T. Kuiper",2018-11-13 00:00:00,"ECLI:NL:CBB:2018:605",518,79,2020-04-14 00:00:00,"fe099e5a-a694-4224-bf17-0bdb0bd6c426","http://standaarden.overheid.nl/owms/terms/College_van_Beroep_voor_het_bedrijfsleven","CBB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CBB:2020:274&keyword=griffier","ongegrond","ongegrond",0,1,0,8471.0000,8778,1,15294,0,16.294,"male"
"ECLI:NL:RBNNE:2020:2039","6aa3d19e-2ddf-4447-a866-65dcc27d0500","R.L. Vucsán",2001-02-05 23:00:00,7021,"single",1,0,"H.L.A. van Kats",2004-11-17 00:00:00,"ECLI:NL:RBASS:2004:AR8465",5641,226,2020-04-28 00:00:00,"3939e11d-e1eb-4bba-a67c-0b1927527558","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Nederland","RBNNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2020:2039&keyword=griffier","gegrond","gegrond",1,0,0,8471.0000,1380,3,8110,1,12.11,"male"
"ECLI:NL:RBAMS:2020:1325","11a05fda-0e01-44e4-a887-64616c724f3f","L.Z. Achouak el Idrissi",2012-09-30 22:00:00,2709,"single",1,0,"A. Teggelaar",2013-09-09 00:00:00,"ECLI:NL:RBAMS:2013:5609",2366,57,2020-03-02 00:00:00,"24662009-65db-41d2-af91-fb54e9eb7724","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:1325&keyword=griffier","ongegrond","ongegrond",0,1,0,8470.0000,343,4,19661,1,24.661,"female"
"ECLI:NL:RBNHO:2020:6141","7467ee0c-4988-4f4b-bc03-a5b264f8bb01","A.R. ten Berge",2017-07-31 22:00:00,1081,"single",1,0,"M.H. Boomsma",2017-12-28 00:00:00,"ECLI:NL:RBNHO:2017:11219",932,47,2020-07-17 00:00:00,"cc952bd7-1c03-40bc-af58-1bda919388d7","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:6141&keyword=griffier","ongegrond","ongegrond",0,1,0,8467.0000,149,0,12772,2,14.772,"female"
"ECLI:NL:RBLIM:2020:7732","1aa541b1-b71a-43c0-ba0d-eb36116bb3ea","R.M.M. Kleijkers",2002-09-30 22:00:00,6583,"single",1,0,"F.A. Timmers",2002-06-19 00:00:00,"ECLI:NL:RBROE:2002:AE5163",6687,245,2020-10-09 00:00:00,"5b4425de-95da-4df6-b718-fe98c193e593","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:7732&keyword=griffier","ongegrond","ongegrond",0,1,0,8465.0000,-104,1,17108,3,21.108,"male"
"ECLI:NL:RBMNE:2020:1553","fe99be6c-10e0-4152-84ff-1b2f8ad11d62","M. Eversteijn",2017-03-31 22:00:00,1103,"single",1,0,"R.G. Kamphof",2018-07-25 00:00:00,"ECLI:NL:RBMNE:2018:3657",623,31,2020-04-08 00:00:00,"4e0e5080-db13-412f-a57c-aec51cf4d052","http://standaarden.overheid.nl/owms/terms/Rechtbank_Midden-Nederland","RBMNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2020:1553&keyword=griffier","ongegrond","ongegrond",0,1,0,8464.0000,480,3,20116,4,27.116,"female"
"ECLI:NL:RBNNE:2020:2043","6aa3d19e-2ddf-4447-a866-65dcc27d0500","R.L. Vucsán",2001-02-05 23:00:00,7051,"single",1,0,"H.L.A. van Kats",2004-11-17 00:00:00,"ECLI:NL:RBASS:2004:AR8465",5671,226,2020-05-28 00:00:00,"ee5cde43-2715-4285-8c86-080e07755a91","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Nederland","RBNNE","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2020:2043&keyword=griffier","onbevoegd","ongegrond",0,1,0,8463.0000,1380,0,6012,1,7.012,"male"
"ECLI:NL:RBROT:2020:7823","4602122d-59df-4c98-ad5b-e1a76bba7246","C.A.F. van Ginneken",2006-12-31 23:00:00,4995,"single",1,0,"E.C. Petrusma",2006-10-20 00:00:00,"ECLI:NL:RBBRE:2006:AZ0740",5068,214,2020-09-04 00:00:00,"a48b8cc1-a1d3-4ad0-8dcb-0393de50f34c","http://standaarden.overheid.nl/owms/terms/Rechtbank_Rotterdam","RBROT","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2020:7823&keyword=griffier","gegrond","gegrond",1,0,0,8462.0000,-73,0,6184,4,10.184,"female"
"ECLI:NL:RBNHO:2020:5410","2033320c-6f4e-4507-a946-72b2c046a3b9","M.C. van As",2004-03-14 23:00:00,5975,"single",1,0,"N. Joacim",2012-06-08 00:00:00,"ECLI:NL:RBHAA:2012:BX8631",2968,174,2020-07-24 00:00:00,"b918dde7-9b93-40c0-9d49-f1559b8b2559","http://standaarden.overheid.nl/owms/terms/Rechtbank_Noord-Holland","RBNHO","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2020:5410&keyword=griffier","niet_ontvankelijk","ongegrond",0,1,0,8459.0000,3007,0,2933,3,5.933,"female"
"ECLI:NL:RVS:2020:1983","61af59b9-df7c-4a87-ac3d-afbe5afa85c6","P.H.A. Knol",2002-06-30 22:00:00,6624,"single",1,0,"F. Nales",2016-11-09 00:00:00,"ECLI:NL:RVS:2016:2969",1379,124,2020-08-19 00:00:00,"9da95e9e-b614-42d4-9757-d09c85a70a92","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:1983&keyword=griffier","ongegrond","ongegrond",0,1,0,8456.0000,5245,6,11748,5,22.748,"male"
"ECLI:NL:RBAMS:2020:4303","5bb9e043-8076-48d6-b286-80a98f3b1d9c","J.W. Vriethoff",2006-12-31 23:00:00,4995,"single",1,0,"M.P. Osinga Sanders",2010-05-07 00:00:00,"ECLI:NL:RBAMS:2010:BM6219",3773,41,2020-09-04 00:00:00,"2b984fb3-e6b5-4596-a8bc-02dcedc61d24","http://standaarden.overheid.nl/owms/terms/Rechtbank_Amsterdam","RBAMS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2020:4303&keyword=griffier","gegrond","gegrond",1,0,0,8456.0000,1222,0,2910,4,6.91,"male"
"ECLI:NL:RBLIM:2020:5506","a17003d9-a8ff-4fae-86fb-6595ef405f11","F.A.G.M. Vluggen",2000-05-03 22:00:00,7390,"single",1,0,"J.W.J.M. van Rijt",2007-12-27 00:00:00,"ECLI:NL:RBMAA:2007:BC0945",4597,62,2020-07-28 00:00:00,"e5068e2c-5f4c-44ac-ae89-573eda340740","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:5506&keyword=griffier","gegrond","gegrond",1,0,0,8453.0000,2793,0,4646,1,5.646,"male"
"ECLI:NL:RVS:2020:100","8c9df319-0d4d-44d5-8c43-2298a8482ff3","E.A. Minderhoud",1993-08-08 22:00:00,9655,"panel",0,1,"M.L.M. van Loo",2007-05-22 00:00:00,"ECLI:NL:RVS:2007:BA6053",4621,400,2020-01-15 00:00:00,"3e01d945-3d08-4ea6-86df-29146d11100c","http://standaarden.overheid.nl/owms/terms/Raad_van_State","RVS","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegMeervoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2020:100&keyword=griffier","ongegrond","ongegrond",0,1,0,8448.0000,5034,4,27956,0,31.956,"male"
"ECLI:NL:RBLIM:2020:6129","f35e1209-70ec-49b7-b3d3-308160a17b6f","J.M.E. Derks",2002-01-30 23:00:00,6770,"single",1,0,"W.A.M. Bocken",2007-08-31 00:00:00,"ECLI:NL:RBROE:2007:BB3258",4732,78,2020-08-14 00:00:00,"35670776-f952-49f8-8047-74128d7f4708","http://standaarden.overheid.nl/owms/terms/Rechtbank_Limburg","RBLIM","beroep",1,0,"http://psi.rechtspraak.nl/procedure#voorlopigeVoorziening","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2020:6129&keyword=griffier","ongegrond","ongegrond",0,1,0,8448.0000,2038,0,8884,3,11.884,"female"
"ECLI:NL:RBZWB:2020:1507","223bb6f8-1c99-43c2-b296-0ed16fe2e3ce","S.A.M.L. van de Sande",1996-03-31 22:00:00,8761,"single",1,0,"J.M. van Sambeek",2007-02-28 00:00:00,"ECLI:NL:RBMID:2007:BA4772",4776,55,2020-03-27 00:00:00,"cfbcea63-da28-424d-8e85-fe1548c44ad4","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:1507&keyword=griffier","ongegrond","ongegrond",0,1,0,8447.0000,3985,0,11281,4,15.281,"female"
"ECLI:NL:RBDHA:2020:11546","70336d0b-6f33-4a40-ba12-7d2bdb60c3ea","G.P. Kleijn",1994-02-02 22:59:59,9778,"single",1,0,"M. Tijsma",2012-09-11 00:00:00,"ECLI:NL:RBSGR:2012:BX8705",2983,40,2020-11-11 00:00:00,"1d239e9a-e3b0-4ca4-9a59-04e0fa15ac84","http://standaarden.overheid.nl/owms/terms/Rechtbank_Den_Haag","RBDHA","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:11546&keyword=griffier","ongegrond","ongegrond",0,1,0,8446.0000,6795,1,7399,3,11.399,"male"
"ECLI:NL:RBZWB:2020:5358","d21e1526-9d10-4798-98cb-8b1fb3473959","E.J. Govaers",2001-02-05 23:00:00,7128,"single",1,0,"N. van Asten",2013-05-21 00:00:00,"ECLI:NL:RBZWB:2013:4101",2641,78,2020-08-13 00:00:00,"9bdeb834-b0e2-4ca2-b52e-5aa7edcad8de","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:5358&keyword=griffier","ongegrond","ongegrond",0,1,0,8440.0000,4487,6,27157,15,48.157,"male"
"ECLI:NL:RBZWB:2020:3163","d21e1526-9d10-4798-98cb-8b1fb3473959","E.J. Govaers",2001-02-05 23:00:00,7098,"single",1,0,"M.A. de Rooij",2005-02-17 00:00:00,"ECLI:NL:RBBRE:2005:AS7900",5626,148,2020-07-14 00:00:00,"37b54181-0750-448e-a169-dc824ab7a1ba","http://standaarden.overheid.nl/owms/terms/Rechtbank_Zeeland-West-Brabant","RBZWB","beroep",1,0,"http://psi.rechtspraak.nl/procedure#eersteAanlegEnkelvoudig","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2020:3163&keyword=griffier","ongegrond","ongegrond",0,1,0,8440.0000,1472,0,20004,5,25.004,"male"
"ECLI:NL:CRVB:2020:165","d9cdf46f-d3c1-40cc-a2dc-e540f1d541ec","W.J.A.M. van Brussel",1999-12-15 23:00:00,7328,"single",1,0,"W.M. Swinkels",2018-06-13 00:00:00,"ECLI:NL:CRVB:2018:1740",574,267,2020-01-08 00:00:00,"e9311c2e-0944-4e3e-9ca2-9430178aad3d","http://standaarden.overheid.nl/owms/terms/Centrale_Raad_van_Beroep","CRVB","h_beroep",0,1,"http://psi.rechtspraak.nl/procedure#hogerBeroep","https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:CRVB:2020:165&keyword=griffier","ongegrond","ongegrond",0,1,0,8437.0000,6754,0,2372,0,2.372,"male"
